014,014,014,014,014,014,014,014,014,014,014,014,014,014,014,014,014,014,014,014,014,014,014,014,014,014,014,014,014,014
014,000,000,014,014,014,014,014,014,014,014,014,014,014,014,014,014,014,014,014,014,014,014,014,000,000,000,000,014,014
014,000,000,014,014,014,014,014,014,014,014,014,014,014,014,014,014,014,014,014,014,014,014,014,000,000,000,000,014,014
014,000,000,000,000,000,000,014,014,014,014,014,014,014,014,014,014,014,000,000,000,000,000,000,000,000,000,000,014,014
014,000,000,000,000,000,000,014,000,014,014,014,014,014,014,014,014,014,000,000,000,000,000,000,000,000,000,000,014,014
014,000,000,000,000,000,000,014,000,000,000,000,000,000,014,014,014,014,000,000,000,000,000,000,000,000,000,000,014,014
014,000,000,000,000,000,000,000,000,000,000,000,000,000,014,014,014,014,000,000,014,014,014,014,014,014,000,000,014,014
014,000,014,000,000,000,000,014,000,000,000,000,000,000,000,000,000,014,000,000,014,014,014,014,014,014,000,000,014,014
014,000,000,000,000,000,000,014,014,014,014,014,014,000,000,000,000,014,000,000,014,014,014,014,014,014,000,000,014,014
014,000,000,000,000,000,014,014,014,014,014,014,014,000,014,014,014,014,000,000,014,014,014,014,014,014,000,000,014,014
014,014,000,014,000,000,014,014,014,014,014,014,014,000,014,014,014,014,000,000,014,014,014,014,014,014,000,000,014,014
014,014,000,014,000,000,014,014,014,014,014,014,014,000,014,014,014,014,000,000,014,014,014,014,014,014,000,000,014,014
014,014,000,014,014,014,014,014,000,000,000,000,000,000,000,000,000,000,000,000,014,014,014,014,014,014,000,000,014,014
014,014,000,000,000,014,014,014,000,000,000,000,000,000,000,000,000,000,000,000,014,014,014,014,014,014,000,000,014,014
014,000,000,000,000,000,000,014,000,014,014,014,014,000,000,000,014,014,014,014,014,014,014,014,014,014,000,000,014,014
014,014,014,014,000,000,000,000,000,014,014,014,014,000,000,000,014,014,014,014,000,000,000,000,000,000,000,000,014,014
014,014,014,014,000,014,014,014,014,014,014,014,014,000,000,000,014,014,014,014,000,000,000,000,000,000,000,000,000,014
014,014,014,014,000,014,014,014,014,014,014,014,014,000,000,000,014,014,014,014,000,000,000,000,000,000,000,000,000,014
014,014,000,000,000,000,000,014,014,014,014,014,000,000,000,000,014,014,014,014,000,000,014,000,000,000,000,000,000,014
014,014,000,000,000,000,000,000,014,014,014,000,000,000,000,000,014,014,014,014,000,000,014,000,000,000,000,000,000,014
014,014,000,000,000,000,000,000,014,014,014,000,000,000,000,000,000,000,000,000,000,000,014,000,000,000,000,000,000,014
014,014,000,000,000,000,000,000,014,014,014,014,014,000,014,014,014,000,000,000,000,000,014,014,014,014,000,000,014,014
014,014,000,000,000,000,000,000,014,014,014,014,014,000,014,014,014,000,000,014,000,000,014,014,014,014,000,000,014,014
014,014,000,014,000,000,000,014,014,014,014,014,014,000,014,014,014,000,000,014,000,000,014,014,014,014,000,000,014,014
014,014,000,014,014,014,014,014,014,014,014,014,014,000,014,014,014,000,000,014,000,000,014,014,000,000,000,000,000,014
014,014,000,014,014,000,000,000,000,000,014,014,014,000,014,014,014,000,000,014,000,000,014,000,000,000,000,000,000,014
014,014,000,014,014,000,014,014,014,000,014,014,014,000,000,000,000,000,000,014,014,014,014,014,014,000,000,000,000,014
014,000,000,014,014,000,014,014,014,000,014,014,014,000,000,000,000,000,000,014,014,014,014,014,014,014,014,014,014,014
014,000,000,000,000,000,014,014,014,000,014,014,014,014,014,014,000,000,014,014,014,014,014,014,014,014,014,014,014,014
014,000,000,000,000,000,014,014,014,000,000,000,000,000,000,000,000,000,014,014,014,014,014,014,014,014,014,014,014,014
014,014,000,000,000,014,014,014,014,000,000,000,000,000,000,000,000,014,014,014,014,014,014,014,014,014,014,014,014,014
014,014,014,014,014,014,014,014,014,014,014,014,014,014,014,014,014,014,014,014,014,014,014,014,014,014,014,014,014,014
